# curie_map:
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   aio: http://w3id.org/sssom/unknown_prefix/aio/
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/bd521f29-e0fe-44b1-afba-bd4e8d547094
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_match_field	object_match_field	match_string
NCIT:C17138	Slovenia	skos:closeMatch	aio:SVM	Support Vector Machine	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	svn
NCIT:C17149	Somalia	skos:closeMatch	aio:KN	Kohonen Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	som
NCIT:C17232	United Arab Emirates	skos:closeMatch	aio:AE	Auto Encoder Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ae
NCIT:C172512	Decorin Measurement	skos:closeMatch	aio:DCN	Deep Convolutional Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dcn
NCIT:C173217	AML Adverse Events Table	skos:closeMatch	aio:AE	Auto Encoder Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ae
NCIT:C174240	EWS Adverse Events Table	skos:closeMatch	aio:AE	Auto Encoder Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ae
NCIT:C176231	Machine Learning	skos:closeMatch	aio:Machine_Learning	Machine Learning	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	machine learning
NCIT:C176231	Machine Learning	skos:closeMatch	aio:Machine_Learning	Machine Learning	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	machine learning
NCIT:C176231	Machine Learning	skos:closeMatch	aio:Machine_Learning	Machine Learning	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	machine learning
NCIT:C176260	Natural Language Processing	skos:closeMatch	aio:Natural_Language_Processing	Natural Language Processing	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	nlp
NCIT:C176260	Natural Language Processing	skos:closeMatch	aio:Natural_Language_Processing	Natural Language Processing	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	natural language processing
NCIT:C176260	Natural Language Processing	skos:closeMatch	aio:Natural_Language_Processing	Natural Language Processing	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	natural language processing
NCIT:C176260	Natural Language Processing	skos:closeMatch	aio:Natural_Language_Processing	Natural Language Processing	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	natural language processing
NCIT:C176265	Adverse Event Dataset	skos:closeMatch	aio:AE	Auto Encoder Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ae
NCIT:C177107	PPP1CB wt Allele	skos:closeMatch	aio:MC	Markov Chain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mp
NCIT:C178574	SUMO-Activating Enzyme	skos:closeMatch	aio:SAE	Sparse AE	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	sae
NCIT:C17882	Northern Mariana Islands	skos:closeMatch	aio:MC	Markov Chain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mp
NCIT:C17885	Saint Kitts and Nevis	skos:closeMatch	aio:KN	Kohonen Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	kn
NCIT:C18235	Time Series Analysis	skos:closeMatch	aio:Time_Series_Analysis	Time Series Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	time series analysis
NCIT:C18235	Time Series Analysis	skos:closeMatch	aio:Time_Series_Analysis	Time Series Analysis	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	time series analysis
NCIT:C199244	ZNF362 wt Allele	skos:closeMatch	aio:RecNN	Recurrent Neural Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	rn
NCIT:C19975	Consortium or Network	skos:closeMatch	aio:Network	Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	network
NCIT:C201396	Purkinje Cell Autoantigens	skos:closeMatch	aio:Principal_Component_Analysis	Principal Component Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pca
NCIT:C201596	Dystonia 11, Myoclonic	skos:closeMatch	aio:Multidimensional_Scaling	Multidimensional Scaling	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mds
NCIT:C204910	Dendritic Blue Nevus	skos:closeMatch	aio:DBN	Deep Belief Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dbn
NCIT:C205395	GRHL3 wt Allele	skos:closeMatch	aio:KN	Kohonen Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	som
NCIT:C20824	Registered Nurse	skos:closeMatch	aio:RecNN	Recurrent Neural Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	rn
NCIT:C21060	Intravenous Patient-Controlled Analgesia	skos:closeMatch	aio:Principal_Component_Analysis	Principal Component Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pca
NCIT:C25161	Classification	skos:closeMatch	aio:Classification	Classification	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	classification
NCIT:C25161	Classification	skos:closeMatch	aio:Classification	Classification	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	classification
NCIT:C25450	Coat	skos:closeMatch	aio:Layer	Layer	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	layer
NCIT:C28175	Parachloroamphetamine	skos:closeMatch	aio:Principal_Component_Analysis	Principal Component Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pca
NCIT:C28186	Selection Bias	skos:closeMatch	aio:Selection_And_Sampling_Bias	Selection And Sampling Bias	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	selection bias
NCIT:C28186	Selection Bias	skos:closeMatch	aio:Selection_And_Sampling_Bias	Selection And Sampling Bias	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	selection bias
NCIT:C28186	Selection Bias	skos:closeMatch	aio:Selection_And_Sampling_Bias	Selection And Sampling Bias	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	selection bias
NCIT:C28232	Bias	skos:closeMatch	aio:Bias	Bias	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	bias
NCIT:C28232	Bias	skos:closeMatch	aio:Bias	Bias	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	bias
NCIT:C28232	Bias	skos:closeMatch	aio:Bias	Bias	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	bias
NCIT:C3247	Myelodysplastic Syndrome	skos:closeMatch	aio:Multidimensional_Scaling	Multidimensional Scaling	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mds
NCIT:C40570	Method, LOINC Axis 6	skos:closeMatch	aio:Method	Method	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	method
NCIT:C4083	Hyperplastic Polyp	skos:closeMatch	aio:MC	Markov Chain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mp
NCIT:C41331	Adverse Event	skos:closeMatch	aio:AE	Auto Encoder Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ae
NCIT:C41335	Serious Adverse Event	skos:closeMatch	aio:SAE	Sparse AE	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	sae
NCIT:C4234	Giant Congenital Melanocytic Nevus	skos:closeMatch	aio:GCN	Graph Convolutional Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	gcn
NCIT:C425	Dianhydrogalactitol	skos:closeMatch	aio:Causal_Graphical_Model	Causal Graphical Model	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dag
NCIT:C435	Diacylglycerol	skos:closeMatch	aio:Causal_Graphical_Model	Causal Graphical Model	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dag
NCIT:C45774	DN Term Type	skos:closeMatch	aio:DN	Deconvolutional Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dn
NCIT:C45803	Directed Acyclic Graph	skos:closeMatch	aio:Causal_Graphical_Model	Causal Graphical Model	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dag
NCIT:C45803	Directed Acyclic Graph	skos:closeMatch	aio:Causal_Graphical_Model	Causal Graphical Model	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	directed acyclic graph
NCIT:C45803	Directed Acyclic Graph	skos:closeMatch	aio:Causal_Graphical_Model	Causal Graphical Model	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	directed acyclic graph
NCIT:C49291	Principal Component Analysis	skos:closeMatch	aio:Principal_Component_Analysis	Principal Component Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pca
NCIT:C49291	Principal Component Analysis	skos:closeMatch	aio:Principal_Component_Analysis	Principal Component Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	principal component analysis
NCIT:C49291	Principal Component Analysis	skos:closeMatch	aio:Principal_Component_Analysis	Principal Component Analysis	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	principal component analysis
NCIT:C49562	Adverse Event Domain	skos:closeMatch	aio:AE	Auto Encoder Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ae
NCIT:C50081	Network Device	skos:closeMatch	aio:Network	Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	network
NCIT:C53237	Regression Method	skos:closeMatch	aio:Regression_Analysis	Regression Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	regression analysis
NCIT:C53237	Regression Method	skos:closeMatch	aio:Regression_Analysis	Regression Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	regression analysis
NCIT:C53372	Survival Analysis	skos:closeMatch	aio:Survival_Analysis	Survival Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	survival analysis
NCIT:C53372	Survival Analysis	skos:closeMatch	aio:Survival_Analysis	Survival Analysis	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	survival analysis
NCIT:C53781	Adverse Event by CTCAE Category	skos:closeMatch	aio:AE	Auto Encoder Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ae
NCIT:C61377	Network	skos:closeMatch	aio:Network	Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	network
NCIT:C61377	Network	skos:closeMatch	aio:Network	Network	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	network
NCIT:C63497	Melphalan/Prednisone Regimen	skos:closeMatch	aio:MC	Markov Chain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mp
NCIT:C63918	Cluster Analysis	skos:closeMatch	aio:Clustering	Clustering	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cluster analysis
NCIT:C63918	Cluster Analysis	skos:closeMatch	aio:Clustering	Clustering	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	clustering
NCIT:C63918	Cluster Analysis	skos:closeMatch	aio:Clustering	Clustering	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	cluster analysis
NCIT:C63918	Cluster Analysis	skos:closeMatch	aio:Supervised_Clustering	Supervised Clustering	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cluster analysis
NCIT:C63918	Cluster Analysis	skos:closeMatch	aio:Supervised_Clustering	Supervised Clustering	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	cluster analysis
NCIT:C63918	Cluster Analysis	skos:closeMatch	aio:Unsupervised_Clustering	Unsupervised Clustering	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cluster analysis
NCIT:C63918	Cluster Analysis	skos:closeMatch	aio:Unsupervised_Clustering	Unsupervised Clustering	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	cluster analysis
NCIT:C63919	Hierarchical Clustering	skos:closeMatch	aio:Hierarchical_Clustering	Hierarchical Clustering	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	hierarchical clustering
NCIT:C63919	Hierarchical Clustering	skos:closeMatch	aio:Hierarchical_Clustering	Hierarchical Clustering	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	hierarchical clustering
NCIT:C63920	Self-Organizing Map	skos:closeMatch	aio:KN	Kohonen Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	self-organizing map
NCIT:C63920	Self-Organizing Map	skos:closeMatch	aio:KN	Kohonen Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	som
NCIT:C63920	Self-Organizing Map	skos:closeMatch	aio:KN	Kohonen Network	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	self-organizing map
NCIT:C65510	Elm	skos:closeMatch	aio:ELM	Extreme Learning Machine	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	elm
NCIT:C65510	Elm	skos:closeMatch	aio:ELM	Extreme Learning Machine	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	elm
NCIT:C65510	Elm	skos:closeMatch	aio:ELM	Extreme Learning Machine	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	elm
NCIT:C66831	Layer	skos:closeMatch	aio:Layer	Layer	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	layer
NCIT:C66831	Layer	skos:closeMatch	aio:Layer	Layer	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	layer
NCIT:C68651	Linear Regression Body Surface Area Formula for Infants and Children	skos:closeMatch	aio:Linear_Regression	Linear Regression	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	linear regression
NCIT:C69096	Decagram	skos:closeMatch	aio:Causal_Graphical_Model	Causal Graphical Model	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dag
NCIT:C70573	REM	skos:closeMatch	aio:Random_Effects_Model	Random Effects Model	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	rem
NCIT:C70573	REM	skos:closeMatch	aio:Random_Effects_Model	Random Effects Model	semapv:LexicalMatching	oaklib	0.5	rdfs:label	oio:hasExactSynonym	rem
NCIT:C71343	Associate of Engineering	skos:closeMatch	aio:AE	Auto Encoder Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ae
NCIT:C71460	Method	skos:closeMatch	aio:Method	Method	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	method
NCIT:C71460	Method	skos:closeMatch	aio:Method	Method	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	method
NCIT:C7402	Hairy Cell Leukemia	skos:closeMatch	aio:Hierarchical_Clustering	Hierarchical Clustering	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	hcl
NCIT:C74537	Suprachiasmatic Nucleus	skos:closeMatch	aio:SCN	Symmetrically Connected Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	scn
NCIT:C75337	FBN1 wt Allele	skos:closeMatch	aio:FBN	Feedback Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	fbn
NCIT:C75886	PAFAH1B1 wt Allele	skos:closeMatch	aio:Multidimensional_Scaling	Multidimensional Scaling	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mds
NCIT:C7656	Liver Dysplastic Nodule	skos:closeMatch	aio:DN	Deconvolutional Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dn
NCIT:C78542	Support Vector Machine	skos:closeMatch	aio:SVM	Support Vector Machine	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	support vector machine
NCIT:C78542	Support Vector Machine	skos:closeMatch	aio:SVM	Support Vector Machine	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	support vector machine
NCIT:C800	Radon	skos:closeMatch	aio:RecNN	Recurrent Neural Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	rn
NCIT:C82535	Test Method	skos:closeMatch	aio:Method	Method	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	method
NCIT:C82593	Refractory Neutropenia	skos:closeMatch	aio:RecNN	Recurrent Neural Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	rn
NCIT:C82933	Pidolic Acid	skos:closeMatch	aio:Principal_Component_Analysis	Principal Component Analysis	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pca
NCIT:C84438	CR1 wt Allele	skos:closeMatch	aio:KN	Kohonen Network	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	kn
NCIT:C85492	CDISC SDTM Method Terminology	skos:closeMatch	aio:Method	Method	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	method
NCIT:C85492	CDISC SDTM Method Terminology	skos:closeMatch	aio:Method	Method	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	method
NCIT:C92786	Fetal Fibronectin Test	skos:closeMatch	aio:DFF	Deep FeedFoward	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ffn
NCIT:C95157	Exponential Function	skos:closeMatch	aio:Exponential_Function	Exponential Function	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	rdfs:label	exponential function
NCIT:C95157	Exponential Function	skos:closeMatch	aio:Exponential_Function	Exponential Function	semapv:LexicalMatching	oaklib	0.5	rdfs:label	rdfs:label	exponential function
NCIT:C9623	Cytarabine/Mitoxantrone Regimen	skos:closeMatch	aio:MC	Markov Chain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mc
NCIT:C9716	Melphalan/Prednisone	skos:closeMatch	aio:MC	Markov Chain	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mp
NCIT:C97321	ASXL1 wt Allele	skos:closeMatch	aio:Multidimensional_Scaling	Multidimensional Scaling	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mds
NCIT:C98285	SF3B1 wt Allele	skos:closeMatch	aio:Multidimensional_Scaling	Multidimensional Scaling	semapv:LexicalMatching	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mds

